Crisp_2dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 2
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: Crisp
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
Std deviation :0.1514737841021779
Loss mean :0.24592592592592594
Std deviation :0.15147378410217788

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 0.1, 0.25): 0.6
(0, 0.1, 0.275): 0.6
(0, 0.1, 0.3): 0.6
(0, 1.0, 0.2): 0.6
(0, 1.0, 0.225): 0.666666666667
(0, 1.0, 0.25): 0.6
(0, 1.0, 0.275): 0.6
(0, 1.0, 0.3): 0.6
(0, 10.0, 0.2): 0.6
(0, 10.0, 0.225): 0.666666666667
(0, 10.0, 0.25): 0.6
(0, 10.0, 0.275): 0.6
(0, 10.0, 0.3): 0.6
(0, 100.0, 0.2): 0.2
(0, 100.0, 0.225): 0.666666666667
(0, 100.0, 0.25): 0.6
(0, 100.0, 0.275): 0.6
(0, 100.0, 0.3): 0.6
(1, 0.1, 0.25): 0.333333333333
(1, 0.1, 0.275): 0.533333333333
(1, 0.1, 0.3): 0.533333333333
(1, 1.0, 0.2): 0.533333333333
(1, 1.0, 0.225): 0.6
(1, 1.0, 0.25): 0.333333333333
(1, 1.0, 0.275): 0.533333333333
(1, 1.0, 0.3): 0.533333333333
(1, 10.0, 0.2): 0.533333333333
(1, 10.0, 0.225): 0.333333333333
(1, 10.0, 0.25): 0.333333333333
(1, 10.0, 0.275): 0.533333333333
(1, 10.0, 0.3): 0.533333333333
(1, 100.0, 0.2): 0.533333333333
(1, 100.0, 0.225): 0.733333333333
(1, 100.0, 0.25): 0.333333333333
(1, 100.0, 0.275): 0.533333333333
(1, 100.0, 0.3): 0.533333333333
(2, 0.1, 0.275): 0.4
(2, 0.1, 0.3): 0.4
(2, 1.0, 0.2): 0.133333333333
(2, 1.0, 0.225): 0.333333333333
(2, 1.0, 0.25): 0.8
(2, 1.0, 0.275): 0.4
(2, 1.0, 0.3): 0.4
(2, 10.0, 0.2): 0.133333333333
(2, 10.0, 0.225): 0.4
(2, 10.0, 0.25): 0.8
(2, 10.0, 0.275): 0.4
(2, 10.0, 0.3): 0.4
(2, 100.0, 0.2): 0.133333333333
(2, 100.0, 0.225): 0.333333333333
(2, 100.0, 0.25): 0.8
(2, 100.0, 0.275): 0.4
(2, 100.0, 0.3): 0.4
(3, 0.1, 0.25): 0.6
(3, 0.1, 0.275): 0.6
(3, 0.1, 0.3): 0.333333333333
(3, 1.0, 0.2): 0.333333333333
(3, 1.0, 0.225): 0.8
(3, 1.0, 0.25): 0.6
(3, 1.0, 0.275): 0.6
(3, 1.0, 0.3): 0.6
(3, 10.0, 0.2): 0.666666666667
(3, 10.0, 0.225): 0.866666666667
(3, 10.0, 0.25): 0.6
(3, 10.0, 0.275): 0.6
(3, 10.0, 0.3): 0.6
(3, 100.0, 0.2): 0.666666666667
(3, 100.0, 0.225): 0.8
(3, 100.0, 0.25): 0.6
(3, 100.0, 0.275): 0.6
(3, 100.0, 0.3): 0.333333333333
(4, 0.1, 0.275): 0.666666666667
(4, 0.1, 0.3): 0.666666666667
(4, 1.0, 0.2): 0.133333333333
(4, 1.0, 0.225): 0.933333333333
(4, 1.0, 0.25): 0.733333333333
(4, 1.0, 0.275): 0.666666666667
(4, 1.0, 0.3): 0.666666666667
(4, 10.0, 0.2): 0.133333333333
(4, 10.0, 0.225): 0.933333333333
(4, 10.0, 0.25): 0.333333333333
(4, 10.0, 0.275): 0.666666666667
(4, 10.0, 0.3): 0.666666666667
(4, 100.0, 0.225): 0.933333333333
(4, 100.0, 0.25): 0.333333333333
(4, 100.0, 0.275): 0.666666666667
(4, 100.0, 0.3): 0.666666666667
(5, 0.1, 0.25): 0.533333333333
(5, 0.1, 0.3): 0.533333333333
(5, 1.0, 0.2): 0.733333333333
(5, 1.0, 0.225): 0.266666666667
(5, 1.0, 0.25): 0.533333333333
(5, 1.0, 0.275): 0.933333333333
(5, 1.0, 0.3): 0.533333333333
(5, 10.0, 0.2): 0.733333333333
(5, 10.0, 0.225): 0.266666666667
(5, 10.0, 0.25): 0.533333333333
(5, 10.0, 0.275): 0.533333333333
(5, 10.0, 0.3): 0.533333333333
(5, 100.0, 0.2): 0.733333333333
(5, 100.0, 0.225): 0.266666666667
(5, 100.0, 0.25): 0.533333333333
(5, 100.0, 0.275): 0.933333333333
(5, 100.0, 0.3): 0.533333333333
(6, 0.1, 0.25): 0.8
(6, 0.1, 0.275): 0.533333333333
(6, 0.1, 0.3): 0.533333333333
(6, 1.0, 0.2): 0.4
(6, 1.0, 0.225): 0.533333333333
(6, 1.0, 0.25): 0.866666666667
(6, 1.0, 0.275): 0.533333333333
(6, 1.0, 0.3): 0.533333333333
(6, 10.0, 0.2): 0.466666666667
(6, 10.0, 0.225): 0.533333333333
(6, 10.0, 0.25): 0.866666666667
(6, 10.0, 0.275): 0.533333333333
(6, 10.0, 0.3): 0.533333333333
(6, 100.0, 0.2): 0.4
(6, 100.0, 0.225): 0.533333333333
(6, 100.0, 0.25): 0.866666666667
(6, 100.0, 0.275): 0.533333333333
(6, 100.0, 0.3): 0.533333333333
(7, 0.1, 0.275): 0.466666666667
(7, 1.0, 0.2): 0.133333333333
(7, 1.0, 0.225): 0.866666666667
(7, 1.0, 0.25): 0.866666666667
(7, 1.0, 0.275): 0.466666666667
(7, 1.0, 0.3): 0.133333333333
(7, 10.0, 0.2): 0.133333333333
(7, 10.0, 0.225): 0.466666666667
(7, 10.0, 0.25): 0.866666666667
(7, 10.0, 0.275): 0.466666666667
(7, 10.0, 0.3): 0.133333333333
(7, 100.0, 0.2): 0.133333333333
(7, 100.0, 0.225): 0.466666666667
(7, 100.0, 0.25): 0.866666666667
(7, 100.0, 0.275): 0.466666666667
(7, 100.0, 0.3): 0.133333333333
(8, 0.1, 0.3): 0.533333333333
(8, 1.0, 0.2): 0.533333333333
(8, 1.0, 0.225): 0.8
(8, 1.0, 0.25): 0.2
(8, 1.0, 0.275): 0.533333333333
(8, 1.0, 0.3): 0.533333333333
(8, 10.0, 0.2): 0.533333333333
(8, 10.0, 0.225): 0.8
(8, 10.0, 0.25): 0.2
(8, 10.0, 0.275): 0.533333333333
(8, 10.0, 0.3): 0.533333333333
(8, 100.0, 0.2): 0.533333333333
(8, 100.0, 0.225): 0.8
(8, 100.0, 0.25): 0.2
(8, 100.0, 0.275): 0.533333333333
(8, 100.0, 0.3): 0.533333333333
(9, 0.1, 0.275): 0.666666666667
(9, 0.1, 0.3): 0.666666666667
(9, 1.0, 0.2): 0.4
(9, 1.0, 0.225): 0.666666666667
(9, 1.0, 0.25): 0.4
(9, 1.0, 0.275): 0.666666666667
(9, 1.0, 0.3): 0.666666666667
(9, 10.0, 0.2): 0.4
(9, 10.0, 0.225): 0.666666666667
(9, 10.0, 0.25): 0.4
(9, 10.0, 0.275): 0.666666666667
(9, 10.0, 0.3): 0.666666666667
(9, 100.0, 0.25): 0.4
(9, 100.0, 0.275): 0.666666666667
(9, 100.0, 0.3): 0.666666666667

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 0.1, 0.25): 0.4
(0, 0.1, 0.275): 0.4
(0, 0.1, 0.3): 0.4
(0, 1.0, 0.2): 0.4
(0, 1.0, 0.225): 0.333333333333
(0, 1.0, 0.25): 0.4
(0, 1.0, 0.275): 0.4
(0, 1.0, 0.3): 0.4
(0, 10.0, 0.2): 0.4
(0, 10.0, 0.225): 0.333333333333
(0, 10.0, 0.25): 0.4
(0, 10.0, 0.275): 0.4
(0, 10.0, 0.3): 0.4
(0, 100.0, 0.2): 0.8
(0, 100.0, 0.225): 0.333333333333
(0, 100.0, 0.25): 0.4
(0, 100.0, 0.275): 0.4
(0, 100.0, 0.3): 0.4
(1, 0.1, 0.25): 0.666666666667
(1, 0.1, 0.275): 0.466666666667
(1, 0.1, 0.3): 0.466666666667
(1, 1.0, 0.2): 0.466666666667
(1, 1.0, 0.225): 0.4
(1, 1.0, 0.25): 0.666666666667
(1, 1.0, 0.275): 0.466666666667
(1, 1.0, 0.3): 0.466666666667
(1, 10.0, 0.2): 0.466666666667
(1, 10.0, 0.225): 0.666666666667
(1, 10.0, 0.25): 0.666666666667
(1, 10.0, 0.275): 0.466666666667
(1, 10.0, 0.3): 0.466666666667
(1, 100.0, 0.2): 0.466666666667
(1, 100.0, 0.225): 0.266666666667
(1, 100.0, 0.25): 0.666666666667
(1, 100.0, 0.275): 0.466666666667
(1, 100.0, 0.3): 0.466666666667
(2, 0.1, 0.275): 0.6
(2, 0.1, 0.3): 0.6
(2, 1.0, 0.2): 0.866666666667
(2, 1.0, 0.225): 0.666666666667
(2, 1.0, 0.25): 0.2
(2, 1.0, 0.275): 0.6
(2, 1.0, 0.3): 0.6
(2, 10.0, 0.2): 0.866666666667
(2, 10.0, 0.225): 0.6
(2, 10.0, 0.25): 0.2
(2, 10.0, 0.275): 0.6
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.2): 0.866666666667
(2, 100.0, 0.225): 0.666666666667
(2, 100.0, 0.25): 0.2
(2, 100.0, 0.275): 0.6
(2, 100.0, 0.3): 0.6
(3, 0.1, 0.25): 0.4
(3, 0.1, 0.275): 0.4
(3, 0.1, 0.3): 0.666666666667
(3, 1.0, 0.2): 0.666666666667
(3, 1.0, 0.225): 0.2
(3, 1.0, 0.25): 0.4
(3, 1.0, 0.275): 0.4
(3, 1.0, 0.3): 0.4
(3, 10.0, 0.2): 0.333333333333
(3, 10.0, 0.225): 0.133333333333
(3, 10.0, 0.25): 0.4
(3, 10.0, 0.275): 0.4
(3, 10.0, 0.3): 0.4
(3, 100.0, 0.2): 0.333333333333
(3, 100.0, 0.225): 0.2
(3, 100.0, 0.25): 0.4
(3, 100.0, 0.275): 0.4
(3, 100.0, 0.3): 0.666666666667
(4, 0.1, 0.275): 0.333333333333
(4, 0.1, 0.3): 0.333333333333
(4, 1.0, 0.2): 0.866666666667
(4, 1.0, 0.225): 0.0666666666667
(4, 1.0, 0.25): 0.266666666667
(4, 1.0, 0.275): 0.333333333333
(4, 1.0, 0.3): 0.333333333333
(4, 10.0, 0.2): 0.866666666667
(4, 10.0, 0.225): 0.0666666666667
(4, 10.0, 0.25): 0.666666666667
(4, 10.0, 0.275): 0.333333333333
(4, 10.0, 0.3): 0.333333333333
(4, 100.0, 0.225): 0.0666666666667
(4, 100.0, 0.25): 0.666666666667
(4, 100.0, 0.275): 0.333333333333
(4, 100.0, 0.3): 0.333333333333
(5, 0.1, 0.25): 0.466666666667
(5, 0.1, 0.3): 0.466666666667
(5, 1.0, 0.2): 0.266666666667
(5, 1.0, 0.225): 0.733333333333
(5, 1.0, 0.25): 0.466666666667
(5, 1.0, 0.275): 0.0666666666667
(5, 1.0, 0.3): 0.466666666667
(5, 10.0, 0.2): 0.266666666667
(5, 10.0, 0.225): 0.733333333333
(5, 10.0, 0.25): 0.466666666667
(5, 10.0, 0.275): 0.466666666667
(5, 10.0, 0.3): 0.466666666667
(5, 100.0, 0.2): 0.266666666667
(5, 100.0, 0.225): 0.733333333333
(5, 100.0, 0.25): 0.466666666667
(5, 100.0, 0.275): 0.0666666666667
(5, 100.0, 0.3): 0.466666666667
(6, 0.1, 0.25): 0.2
(6, 0.1, 0.275): 0.466666666667
(6, 0.1, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.6
(6, 1.0, 0.225): 0.466666666667
(6, 1.0, 0.25): 0.133333333333
(6, 1.0, 0.275): 0.466666666667
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.2): 0.533333333333
(6, 10.0, 0.225): 0.466666666667
(6, 10.0, 0.25): 0.133333333333
(6, 10.0, 0.275): 0.466666666667
(6, 10.0, 0.3): 0.466666666667
(6, 100.0, 0.2): 0.6
(6, 100.0, 0.225): 0.466666666667
(6, 100.0, 0.25): 0.133333333333
(6, 100.0, 0.275): 0.466666666667
(6, 100.0, 0.3): 0.466666666667
(7, 0.1, 0.275): 0.533333333333
(7, 1.0, 0.2): 0.866666666667
(7, 1.0, 0.225): 0.133333333333
(7, 1.0, 0.25): 0.133333333333
(7, 1.0, 0.275): 0.533333333333
(7, 1.0, 0.3): 0.866666666667
(7, 10.0, 0.2): 0.866666666667
(7, 10.0, 0.225): 0.533333333333
(7, 10.0, 0.25): 0.133333333333
(7, 10.0, 0.275): 0.533333333333
(7, 10.0, 0.3): 0.866666666667
(7, 100.0, 0.2): 0.866666666667
(7, 100.0, 0.225): 0.533333333333
(7, 100.0, 0.25): 0.133333333333
(7, 100.0, 0.275): 0.533333333333
(7, 100.0, 0.3): 0.866666666667
(8, 0.1, 0.3): 0.466666666667
(8, 1.0, 0.2): 0.466666666667
(8, 1.0, 0.225): 0.2
(8, 1.0, 0.25): 0.8
(8, 1.0, 0.275): 0.466666666667
(8, 1.0, 0.3): 0.466666666667
(8, 10.0, 0.2): 0.466666666667
(8, 10.0, 0.225): 0.2
(8, 10.0, 0.25): 0.8
(8, 10.0, 0.275): 0.466666666667
(8, 10.0, 0.3): 0.466666666667
(8, 100.0, 0.2): 0.466666666667
(8, 100.0, 0.225): 0.2
(8, 100.0, 0.25): 0.8
(8, 100.0, 0.275): 0.466666666667
(8, 100.0, 0.3): 0.466666666667
(9, 0.1, 0.275): 0.333333333333
(9, 0.1, 0.3): 0.333333333333
(9, 1.0, 0.2): 0.6
(9, 1.0, 0.225): 0.333333333333
(9, 1.0, 0.25): 0.6
(9, 1.0, 0.275): 0.333333333333
(9, 1.0, 0.3): 0.333333333333
(9, 10.0, 0.2): 0.6
(9, 10.0, 0.225): 0.333333333333
(9, 10.0, 0.25): 0.6
(9, 10.0, 0.275): 0.333333333333
(9, 10.0, 0.3): 0.333333333333
(9, 100.0, 0.25): 0.6
(9, 100.0, 0.275): 0.333333333333
(9, 100.0, 0.3): 0.333333333333

Accuracy mean :0.5408284023668638
Std deviation :0.19234966415994673
Loss mean :0.45917159763313614
Std deviation :0.1923496641599467



QuantileConstPiecewise_4dim, number of iterations: 10

Parameters info
Tradeoffs parameter: [  0.1   1.   10.  100. ]
Gaussian kernel sigmas: [0.2   0.225 0.25  0.275 0.3  ]
Number of principal dimension considerated: 4
Dataset length: 150

Clusterization info
Minimum size of a cluster: in perc: 0.01, in int: 2
Type of mu: Binary Muzzifier
Fuzzifier: QuantileConstPiecewise
Cluster to label info
Force the number of cluster to be the number of different labels: False
Force the labels to be always represent by a cluster: False

Validation info
Conflict resolution: random


RESULTS

On TEST set

Accuracy on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.275): 0.2
(1, 100.0, 0.3): 0.266666666667
(2, 0.1, 0.3): 0.4
(3, 100.0, 0.3): 0.0666666666667
(4, 10.0, 0.225): 0.266666666667
(5, 10.0, 0.2): 0.266666666667
(6, 100.0, 0.25): 0.333333333333
(7, 100.0, 0.3): 0.466666666667
(8, 1.0, 0.3): 0.266666666667
(9, 100.0, 0.275): 0.266666666667

Loss on test set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.275): 0.8
(1, 100.0, 0.3): 0.733333333333
(2, 0.1, 0.3): 0.6
(3, 100.0, 0.3): 0.933333333333
(4, 10.0, 0.225): 0.733333333333
(5, 10.0, 0.2): 0.733333333333
(6, 100.0, 0.25): 0.666666666667
(7, 100.0, 0.3): 0.533333333333
(8, 1.0, 0.3): 0.733333333333
(9, 100.0, 0.275): 0.733333333333

Accuracy mean :0.27999999999999997
Std deviation :0.1024152766382481
Loss mean :0.72
Std deviation :0.10241527663824812

On TRAINING set

Accuracy on training set for every iteration (n_of_the_iter, c, sigma):
(0, 100.0, 0.275): 0.496296296296
(1, 100.0, 0.3): 0.525925925926
(2, 0.1, 0.3): 0.42962962963
(3, 100.0, 0.3): 0.362962962963
(4, 10.0, 0.225): 0.437037037037
(5, 10.0, 0.2): 0.362962962963
(6, 100.0, 0.25): 0.525925925926
(7, 100.0, 0.3): 0.533333333333
(8, 1.0, 0.3): 0.340740740741
(9, 100.0, 0.275): 0.548148148148
Loss on training set for every iteration (n_of_the_iter, best_c, best_sigma):
(0, 100.0, 0.275): 0.503703703704
(1, 100.0, 0.3): 0.474074074074
(2, 0.1, 0.3): 0.57037037037
(3, 100.0, 0.3): 0.637037037037
(4, 10.0, 0.225): 0.562962962963
(5, 10.0, 0.2): 0.637037037037
(6, 100.0, 0.25): 0.474074074074
(7, 100.0, 0.3): 0.466666666667
(8, 1.0, 0.3): 0.659259259259
(9, 100.0, 0.275): 0.451851851852

Accuracy mean :0.45629629629629626
Std deviation :0.07584548584397158
Loss mean :0.5437037037037038
Std deviation :0.07584548584397158

On ALL the sets

Accuracy on all the set for every iteration, for every couple c,sigma (n_of_the_iter, c, sigma):
(0, 1.0, 0.2): 0.266666666667
(0, 1.0, 0.225): 0.2
(0, 1.0, 0.25): 0.4
(0, 1.0, 0.275): 0.266666666667
(0, 1.0, 0.3): 0.4
(0, 10.0, 0.2): 0.333333333333
(0, 10.0, 0.225): 0.4
(0, 10.0, 0.25): 0.4
(0, 10.0, 0.275): 0.4
(0, 10.0, 0.3): 0.266666666667
(0, 100.0, 0.2): 0.266666666667
(0, 100.0, 0.225): 0.2
(0, 100.0, 0.25): 0.266666666667
(0, 100.0, 0.275): 0.533333333333
(0, 100.0, 0.3): 0.4
(1, 0.1, 0.3): 0.466666666667
(1, 1.0, 0.225): 0.4
(1, 1.0, 0.25): 0.333333333333
(1, 1.0, 0.275): 0.266666666667
(1, 1.0, 0.3): 0.466666666667
(1, 10.0, 0.225): 0.333333333333
(1, 10.0, 0.25): 0.266666666667
(1, 10.0, 0.275): 0.4
(1, 10.0, 0.3): 0.466666666667
(1, 100.0, 0.2): 0.266666666667
(1, 100.0, 0.225): 0.466666666667
(1, 100.0, 0.25): 0.333333333333
(1, 100.0, 0.275): 0.4
(1, 100.0, 0.3): 0.533333333333
(2, 0.1, 0.25): 0.466666666667
(2, 0.1, 0.3): 0.666666666667
(2, 1.0, 0.225): 0.266666666667
(2, 1.0, 0.25): 0.533333333333
(2, 1.0, 0.275): 0.333333333333
(2, 1.0, 0.3): 0.6
(2, 10.0, 0.225): 0.4
(2, 10.0, 0.25): 0.666666666667
(2, 10.0, 0.275): 0.466666666667
(2, 10.0, 0.3): 0.6
(2, 100.0, 0.2): 0.533333333333
(2, 100.0, 0.225): 0.4
(2, 100.0, 0.25): 0.333333333333
(2, 100.0, 0.275): 0.2
(2, 100.0, 0.3): 0.666666666667
(3, 0.1, 0.25): 0.133333333333
(3, 0.1, 0.275): 0.533333333333
(3, 0.1, 0.3): 0.6
(3, 1.0, 0.2): 0.333333333333
(3, 1.0, 0.225): 0.4
(3, 1.0, 0.25): 0.2
(3, 1.0, 0.275): 0.266666666667
(3, 1.0, 0.3): 0.4
(3, 10.0, 0.2): 0.133333333333
(3, 10.0, 0.225): 0.2
(3, 10.0, 0.25): 0.4
(3, 10.0, 0.275): 0.333333333333
(3, 10.0, 0.3): 0.333333333333
(3, 100.0, 0.2): 0.266666666667
(3, 100.0, 0.225): 0.266666666667
(3, 100.0, 0.25): 0.333333333333
(3, 100.0, 0.275): 0.4
(3, 100.0, 0.3): 0.6
(4, 0.1, 0.275): 0.266666666667
(4, 0.1, 0.3): 0.4
(4, 1.0, 0.2): 0.2
(4, 1.0, 0.225): 0.266666666667
(4, 1.0, 0.25): 0.4
(4, 1.0, 0.275): 0.4
(4, 1.0, 0.3): 0.2
(4, 10.0, 0.2): 0.333333333333
(4, 10.0, 0.225): 0.466666666667
(4, 10.0, 0.25): 0.466666666667
(4, 10.0, 0.275): 0.333333333333
(4, 10.0, 0.3): 0.0666666666667
(4, 100.0, 0.2): 0.2
(4, 100.0, 0.225): 0.4
(4, 100.0, 0.25): 0.4
(4, 100.0, 0.275): 0.333333333333
(4, 100.0, 0.3): 0.2
(5, 1.0, 0.2): 0.333333333333
(5, 1.0, 0.25): 0.266666666667
(5, 1.0, 0.275): 0.133333333333
(5, 1.0, 0.3): 0.4
(5, 10.0, 0.2): 0.4
(5, 10.0, 0.25): 0.2
(5, 10.0, 0.275): 0.133333333333
(5, 10.0, 0.3): 0.266666666667
(5, 100.0, 0.2): 0.2
(5, 100.0, 0.225): 0.4
(5, 100.0, 0.25): 0.4
(5, 100.0, 0.275): 0.133333333333
(5, 100.0, 0.3): 0.133333333333
(6, 0.1, 0.25): 0.533333333333
(6, 0.1, 0.275): 0.4
(6, 0.1, 0.3): 0.466666666667
(6, 1.0, 0.2): 0.133333333333
(6, 1.0, 0.225): 0.466666666667
(6, 1.0, 0.25): 0.333333333333
(6, 1.0, 0.275): 0.4
(6, 1.0, 0.3): 0.533333333333
(6, 10.0, 0.2): 0.133333333333
(6, 10.0, 0.225): 0.333333333333
(6, 10.0, 0.25): 0.266666666667
(6, 10.0, 0.275): 0.133333333333
(6, 10.0, 0.3): 0.333333333333
(6, 100.0, 0.2): 0.133333333333
(6, 100.0, 0.225): 0.4
(6, 100.0, 0.25): 0.6
(6, 100.0, 0.275): 0.2
(6, 100.0, 0.3): 0.6
(7, 1.0, 0.225): 0.2
(7, 1.0, 0.25): 0.466666666667
(7, 1.0, 0.275): 0.266666666667
(7, 1.0, 0.3): 0.533333333333
(7, 10.0, 0.225): 0.266666666667
(7, 10.0, 0.25): 0.533333333333
(7, 10.0, 0.275): 0.466666666667
(7, 10.0, 0.3): 0.4
(7, 100.0, 0.225): 0.266666666667
(7, 100.0, 0.25): 0.266666666667
(7, 100.0, 0.275): 0.466666666667
(7, 100.0, 0.3): 0.533333333333
(8, 0.1, 0.275): 0.4
(8, 0.1, 0.3): 0.2
(8, 1.0, 0.2): 0.133333333333
(8, 1.0, 0.225): 0.4
(8, 1.0, 0.25): 0.2
(8, 1.0, 0.275): 0.4
(8, 1.0, 0.3): 0.533333333333
(8, 10.0, 0.2): 0.333333333333
(8, 10.0, 0.225): 0.4
(8, 10.0, 0.25): 0.266666666667
(8, 10.0, 0.275): 0.333333333333
(8, 10.0, 0.3): 0.2
(8, 100.0, 0.2): 0.266666666667
(8, 100.0, 0.225): 0.466666666667
(8, 100.0, 0.25): 0.266666666667
(8, 100.0, 0.275): 0.333333333333
(8, 100.0, 0.3): 0.333333333333
(9, 0.1, 0.25): 0.266666666667
(9, 0.1, 0.275): 0.4
(9, 0.1, 0.3): 0.4
(9, 1.0, 0.2): 0.2
(9, 1.0, 0.225): 0.2
(9, 1.0, 0.25): 0.466666666667
(9, 1.0, 0.275): 0.333333333333
(9, 1.0, 0.3): 0.4
(9, 10.0, 0.2): 0.2
(9, 10.0, 0.225): 0.333333333333
(9, 10.0, 0.25): 0.266666666667
(9, 10.0, 0.275): 0.6
(9, 10.0, 0.3): 0.4
(9, 100.0, 0.2): 0.2
(9, 100.0, 0.225): 0.333333333333
(9, 100.0, 0.25): 0.266666666667
(9, 100.0, 0.275): 0.666666666667
(9, 100.0, 0.3): 0.333333333333

Loss on all the set for every iteration, for every couple c,sigma (n_of_the_iter, best_c, best_sigma):
(0, 1.0, 0.2): 0.733333333333
(0, 1.0, 0.225): 0.8
(0, 1.0, 0.25): 0.6
(0, 1.0, 0.275): 0.733333333333
(0, 1.0, 0.3): 0.6
(0, 10.0, 0.2): 0.666666666667
(0, 10.0, 0.225): 0.6
(0, 10.0, 0.25): 0.6
(0, 10.0, 0.275): 0.6
(0, 10.0, 0.3): 0.733333333333
(0, 100.0, 0.2): 0.733333333333
(0, 100.0, 0.225): 0.8
(0, 100.0, 0.25): 0.733333333333
(0, 100.0, 0.275): 0.466666666667
(0, 100.0, 0.3): 0.6
(1, 0.1, 0.3): 0.533333333333
(1, 1.0, 0.225): 0.6
(1, 1.0, 0.25): 0.666666666667
(1, 1.0, 0.275): 0.733333333333
(1, 1.0, 0.3): 0.533333333333
(1, 10.0, 0.225): 0.666666666667
(1, 10.0, 0.25): 0.733333333333
(1, 10.0, 0.275): 0.6
(1, 10.0, 0.3): 0.533333333333
(1, 100.0, 0.2): 0.733333333333
(1, 100.0, 0.225): 0.533333333333
(1, 100.0, 0.25): 0.666666666667
(1, 100.0, 0.275): 0.6
(1, 100.0, 0.3): 0.466666666667
(2, 0.1, 0.25): 0.533333333333
(2, 0.1, 0.3): 0.333333333333
(2, 1.0, 0.225): 0.733333333333
(2, 1.0, 0.25): 0.466666666667
(2, 1.0, 0.275): 0.666666666667
(2, 1.0, 0.3): 0.4
(2, 10.0, 0.225): 0.6
(2, 10.0, 0.25): 0.333333333333
(2, 10.0, 0.275): 0.533333333333
(2, 10.0, 0.3): 0.4
(2, 100.0, 0.2): 0.466666666667
(2, 100.0, 0.225): 0.6
(2, 100.0, 0.25): 0.666666666667
(2, 100.0, 0.275): 0.8
(2, 100.0, 0.3): 0.333333333333
(3, 0.1, 0.25): 0.866666666667
(3, 0.1, 0.275): 0.466666666667
(3, 0.1, 0.3): 0.4
(3, 1.0, 0.2): 0.666666666667
(3, 1.0, 0.225): 0.6
(3, 1.0, 0.25): 0.8
(3, 1.0, 0.275): 0.733333333333
(3, 1.0, 0.3): 0.6
(3, 10.0, 0.2): 0.866666666667
(3, 10.0, 0.225): 0.8
(3, 10.0, 0.25): 0.6
(3, 10.0, 0.275): 0.666666666667
(3, 10.0, 0.3): 0.666666666667
(3, 100.0, 0.2): 0.733333333333
(3, 100.0, 0.225): 0.733333333333
(3, 100.0, 0.25): 0.666666666667
(3, 100.0, 0.275): 0.6
(3, 100.0, 0.3): 0.4
(4, 0.1, 0.275): 0.733333333333
(4, 0.1, 0.3): 0.6
(4, 1.0, 0.2): 0.8
(4, 1.0, 0.225): 0.733333333333
(4, 1.0, 0.25): 0.6
(4, 1.0, 0.275): 0.6
(4, 1.0, 0.3): 0.8
(4, 10.0, 0.2): 0.666666666667
(4, 10.0, 0.225): 0.533333333333
(4, 10.0, 0.25): 0.533333333333
(4, 10.0, 0.275): 0.666666666667
(4, 10.0, 0.3): 0.933333333333
(4, 100.0, 0.2): 0.8
(4, 100.0, 0.225): 0.6
(4, 100.0, 0.25): 0.6
(4, 100.0, 0.275): 0.666666666667
(4, 100.0, 0.3): 0.8
(5, 1.0, 0.2): 0.666666666667
(5, 1.0, 0.25): 0.733333333333
(5, 1.0, 0.275): 0.866666666667
(5, 1.0, 0.3): 0.6
(5, 10.0, 0.2): 0.6
(5, 10.0, 0.25): 0.8
(5, 10.0, 0.275): 0.866666666667
(5, 10.0, 0.3): 0.733333333333
(5, 100.0, 0.2): 0.8
(5, 100.0, 0.225): 0.6
(5, 100.0, 0.25): 0.6
(5, 100.0, 0.275): 0.866666666667
(5, 100.0, 0.3): 0.866666666667
(6, 0.1, 0.25): 0.466666666667
(6, 0.1, 0.275): 0.6
(6, 0.1, 0.3): 0.533333333333
(6, 1.0, 0.2): 0.866666666667
(6, 1.0, 0.225): 0.533333333333
(6, 1.0, 0.25): 0.666666666667
(6, 1.0, 0.275): 0.6
(6, 1.0, 0.3): 0.466666666667
(6, 10.0, 0.2): 0.866666666667
(6, 10.0, 0.225): 0.666666666667
(6, 10.0, 0.25): 0.733333333333
(6, 10.0, 0.275): 0.866666666667
(6, 10.0, 0.3): 0.666666666667
(6, 100.0, 0.2): 0.866666666667
(6, 100.0, 0.225): 0.6
(6, 100.0, 0.25): 0.4
(6, 100.0, 0.275): 0.8
